,연도,입학정원,모집인원_계,모집인원_정원내,모집인원_정원외,지원자_계,지원자_정원내,지원자_정원외,입학자_계,입학자_정원내_계,입학자_정원내_남,입학자_정원내_여,입학자_정원외_계,입학자_정원외_남,입학자_정원외_여,지역
367,2040-01-01,27276,47112,27920,101283,400627,251415,1709666,24917,13753,8925,10892,4380,959,3246,부산
368,2041-01-01,26557,46756,27226,111657,405733,250527,1910675,23870,12508,8489,10458,4359,892,3278,부산
369,2042-01-01,25846,46406,26538,122968,410788,249659,2132946,22823,11263,8060,10023,4339,827,3310,부산
370,2043-01-01,25141,46062,25857,135289,415792,248809,2378454,21776,10017,7638,9589,4319,760,3341,부산
371,2044-01-01,24444,45724,25183,148696,420747,247977,2649333,20728,8772,7223,9154,4299,695,3373,부산
372,2045-01-01,23754,45392,24515,163270,425652,247162,2947882,19681,7527,6815,8720,4279,628,3404,부산
373,2046-01-01,23071,45065,23855,179097,430507,246365,3276572,18634,6281,6415,8286,4260,563,3436,부산
374,2047-01-01,22394,44745,23201,196268,435315,245584,3638064,17587,5036,6021,7851,4241,495,3467,부산
375,2048-01-01,21724,44429,22553,214880,440074,244820,4035213,16540,3790,5633,7417,4222,431,3499,부산
376,2049-01-01,21061,44119,21912,235034,444785,244072,4471081,15493,2545,5253,6982,4203,363,3530,부산
377,2050-01-01,20405,43814,21277,256838,449450,243340,4948952,14446,1300,4878,6548,4185,299,3561,부산
378,2009-01-01,167447,190225,164530,25695,1284077,1215783,68294,153487,138402,59198,79204,15085,7058,8027,서울
379,2010-01-01,169473,201113,169057,32056,1437931,1358158,79773,154201,136596,56927,79669,17605,8184,9421,서울
380,2011-01-01,170034,204187,170422,33765,1677518,1591530,85988,154161,137404,57868,79536,16757,7928,8829,서울
381,2012-01-01,172990,210184,173683,36501,1766207,1677826,88381,154486,136072,58908,77164,18414,8893,9521,서울
382,2013-01-01,163847,195671,163092,32579,1384653,1321747,62906,143394,127883,54641,73242,15511,7201,8310,서울
383,2014-01-01,174598,215959,174786,41173,1384601,1312975,71626,151516,133081,56411,76670,18435,8692,9743,서울
384,2015-01-01,173925,215761,173951,41810,1445691,1371382,74309,148114,129461,53935,75526,18653,8507,10146,서울
385,2016-01-01,172729,217405,173200,44205,1452978,1379785,73193,146297,125888,52160,73728,20409,9042,11367,서울
386,2017-01-01,172001,217246,171139,46107,1406800,1330059,76741,142312,122292,50407,71885,20020,8936,11084,서울
387,2018-01-01,169172,216443,169536,46907,1402849,1320177,82672,142529,121848,50004,71844,20681,9047,11634,서울
388,2019-01-01,166475,209425,166807,42618,1394472,1310410,84062,140885,119997,50274,69723,20888,9198,11690,서울
389,2020-01-01,166026,223489,165128,58361,1323049,1233208,89841,141957,118402,49802,68600,23555,10739,12816,서울
390,2021-01-01,166218,228886,166547,62339,1201961,1111176,90785,144612,120094,51431,68663,24518,11208,13310,서울
391,2022-01-01,166045,230941,167428,65010,1399162,1322052,89657,138513,116274,455734,67400,24753,11355,13767,서울
392,2023-01-01,162702,224894,161649,69764,1391688,1314513,90501,137303,114599,527822,66419,25634,11686,14328,서울
393,2024-01-01,163411,235987,164921,74814,1384213,1306973,91345,136105,112941,611311,65438,26546,12023,14912,서울
394,2025-01-01,160068,229755,159142,80173,1376739,1299434,92188,134919,111300,708007,64457,27491,12367,15519,서울
395,2026-01-01,160777,241033,162414,85857,1369264,1291894,93031,133744,109674,819999,63477,28469,12716,16152,서울
396,2027-01-01,157434,234615,156635,91880,1361790,1284355,93872,132582,108065,949704,62496,29483,13072,16810,서울
397,2028-01-01,158143,246079,159907,98259,1354315,1276815,94713,131431,106473,1099926,61515,30532,13434,17495,서울
398,2029-01-01,154800,239476,154128,105011,1346841,1269276,95552,130292,104896,1273911,60534,31619,13803,18207,서울
399,2030-01-01,155509,251125,157400,112152,1339366,1261737,96391,129164,103335,1475415,59554,32744,14177,18949,서울
400,2031-01-01,152166,244337,151621,119701,1331892,1254197,97228,128047,101789,1708793,58573,33909,14558,19721,서울
401,2032-01-01,152875,256171,154893,127673,1324417,1246658,98065,126942,100259,1979087,57592,35116,14945,20525,서울
402,2033-01-01,149532,249197,149114,136090,1316943,1239118,98899,125847,98744,2292134,56612,36366,15339,21361,서울
403,2034-01-01,150241,261217,152386,144968,1309468,1231579,99733,124764,97245,2654699,55631,37660,15739,22232,서울
404,2035-01-01,146898,254058,146606,154328,1301994,1224039,100565,123691,95760,3074614,54650,39001,16145,23137,서울
405,2036-01-01,147607,266263,149878,164189,1294519,1216500,101396,122629,94290,3560950,53669,40389,16557,24080,서울
406,2037-01-01,144264,258919,144099,174573,1287045,1208960,102225,121578,92835,4124214,52689,41826,16975,25061,서울
407,2038-01-01,144973,271309,147371,185499,1279570,1201421,103053,120537,91395,4776573,51708,43315,17400,26082,서울
408,2039-01-01,141630,263779,141592,196990,1272096,1193882,103878,119507,89968,5532121,50727,44856,17831,27145,서울
409,2040-01-01,142339,276355,144864,209067,1264621,1186342,104703,118487,88557,6407180,49746,46453,18268,28251,서울
410,2041-01-01,138996,268640,139085,221752,1257147,1178803,105525,117477,87159,7420655,48766,48106,18711,29402,서울
411,2042-01-01,139705,281400,142357,235068,1249672,1171263,106345,116477,85775,8594438,47785,49818,19161,30600,서울
412,2043-01-01,136362,273501,136578,249039,1242197,1163724,107164,115488,84405,9953888,46804,51591,19616,31847,서울
413,2044-01-01,137071,286446,139850,263688,1234723,1156184,107980,114508,83049,11528373,45824,53427,20078,33145,서울
414,2045-01-01,133728,278361,134071,279039,1227248,1148645,108795,113538,81706,13351906,44843,55329,20546,34495,서울
415,2046-01-01,134437,291492,137343,295116,1219774,1141106,109607,112577,80377,15463882,43862,57298,21020,35901,서울
416,2047-01-01,131094,283222,131564,311945,1212299,1133566,110418,111626,79061,17909926,42881,59337,21500,37363,서울
417,2048-01-01,131803,296538,134836,329551,1204825,1126027,111226,110685,77758,20742880,41901,61449,21985,38886,서울
418,2049-01-01,128460,288083,129056,347960,1197350,1118487,112032,109753,76469,24023945,40920,63636,22477,40470,서울
419,2050-01-01,129169,301584,132328,367197,1189876,1110948,112835,108831,75192,27824002,39939,65901,22975,42119,서울
420,2009-01-01,4627,6064,4586,1478,29254,27135,2119,5051,4446,2640,1806,605,297,308,세종
421,2010-01-01,4547,5933,4569,1364,30570,28350,2220,5087,4430,2565,1865,657,298,359,세종
422,2011-01-01,4547,5648,4579,1069,33128,30754,2374,5129,4502,2668,1834,627,280,347,세종
423,2012-01-01,4520,5468,4537,931,38044,35831,2213,4863,4386,2500,1886,477,260,217,세종
424,2013-01-01,4386,5255,4420,835,29086,27509,1577,4826,4348,2485,1863,478,247,231,세종
425,2014-01-01,4380,5180,4380,800,27924,26704,1220,4699,4287,2442,1845,412,222,190,세종
426,2015-01-01,4235,4866,4262,604,31770,30558,1212,4530,4152,2265,1887,378,207,171,세종
427,2016-01-01,4121,4947,4164,783,28886,27611,1275,4580,4101,2220,1881,479,247,232,세종
428,2017-01-01,4020,4859,4064,795,32260,31007,1253,4460,3993,2128,1865,467,248,219,세종
429,2018-01-01,3861,4706,3891,815,33887,32467,1420,4345,3832,2001,1831,513,260,253,세종
430,2019-01-01,3861,4794,3891,903,35637,34124,1513,4422,3852,1943,1909,570,294,276,세종
431,2020-01-01,3826,4745,3848,897,32822,31454,1368,4296,3769,2004,1765,527,271,256,세종
432,2021-01-01,3900,4884,3911,973,26445,25324,1121,4125,3673,2051,1622,452,227,225,세종
433,2022-01-01,3916,4854,3889,1013,32037,31339,1078,4130,3632,1993,1604,439,221,569,세종
434,2023-01-01,3933,4894,3869,1060,32101,31518,1036,4060,3560,1967,1525,426,215,571,세종
435,2024-01-01,3950,4934,3849,1106,32165,31695,996,3992,3488,1941,1450,413,209,573,세종
436,2025-01-01,3966,4972,3829,1153,32228,31870,958,3924,3416,1915,1379,401,203,574,세종
437,2026-01-01,3983,5008,3810,1200,32290,32043,922,3858,3344,1890,1311,388,197,575,세종
438,2027-01-01,3998,5044,3791,1246,32352,32214,888,3793,3272,1866,1247,375,192,576,세종
439,2028-01-01,4014,5078,3772,1293,32413,32384,855,3729,3200,1842,1185,362,186,577,세종
440,2029-01-01,4029,5112,3753,1340,32474,32552,824,3666,3128,1819,1127,350,180,577,세종
441,2030-01-01,4044,5144,3735,1387,32534,32718,794,3604,3056,1796,1072,337,174,578,세종
442,2031-01-01,4059,5176,3717,1433,32593,32883,766,3543,2984,1773,1019,324,168,578,세종
443,2032-01-01,4073,5206,3699,1480,32652,33046,739,3483,2912,1752,969,311,162,579,세종
444,2033-01-01,4087,5236,3681,1527,32710,33208,713,3424,2840,1730,921,299,157,579,세종
445,2034-01-01,4101,5264,3664,1573,32767,33368,688,3366,2768,1710,876,286,151,579,세종
446,2035-01-01,4115,5292,3647,1620,32824,33526,665,3309,2696,1689,833,273,145,579,세종
447,2036-01-01,4128,5318,3630,1667,32881,33682,642,3254,2624,1669,792,260,139,579,세종
448,2037-01-01,4141,5344,3614,1713,32937,33838,620,3199,2552,1650,753,248,133,579,세종
449,2038-01-01,4154,5369,3597,1760,32992,33991,600,3145,2480,1631,716,235,127,580,세종
450,2039-01-01,4166,5393,3581,1807,33047,34143,580,3091,2408,1612,681,222,122,580,세종
451,2040-01-01,4178,5417,3566,1853,33101,34294,561,3039,2336,1594,647,209,116,580,세종
452,2041-01-01,4190,5439,3550,1900,33154,34443,543,2988,2264,1576,615,197,110,580,세종
453,2042-01-01,4202,5461,3535,1947,33208,34590,525,2937,2192,1558,585,184,104,580,세종
454,2043-01-01,4214,5482,3519,1993,33260,34736,508,2888,2120,1541,556,171,98,580,세종
455,2044-01-01,4225,5502,3504,2040,33312,34881,492,2839,2048,1525,529,158,92,580,세종
456,2045-01-01,4236,5522,3490,2087,33364,35024,477,2791,1976,1508,503,146,87,580,세종
457,2046-01-01,4247,5541,3475,2133,33415,35165,462,2744,1904,1492,478,133,81,580,세종
458,2047-01-01,4257,5559,3461,2180,33465,35306,448,2698,1832,1476,455,120,75,580,세종
459,2048-01-01,4268,5577,3447,2227,33515,35444,435,2652,1760,1461,432,107,69,580,세종
460,2049-01-01,4278,5594,3433,2274,33565,35582,422,2607,1688,1446,411,95,63,580,세종
461,2050-01-01,4288,5610,3419,2320,33614,35718,409,2563,1616,1431,391,82,57,580,세종
462,2009-01-01,6965,8533,6993,1540,31985,30405,1580,7734,6912,4092,2820,822,462,360,울산
463,2010-01-01,7165,8649,7184,1465,39064,35656,3408,7968,7115,4246,2869,853,464,389,울산
464,2011-01-01,7019,8355,7036,1319,42573,39571,3002,7898,7018,4022,2996,880,488,392,울산
465,2012-01-01,7015,8330,7025,1305,49039,45950,3089,7950,7010,4109,2901,940,513,427,울산
466,2013-01-01,6675,8002,6680,1322,42386,39919,2467,7576,6677,3865,2812,899,499,400,울산
467,2014-01-01,6622,7899,6622,1277,40954,38306,2648,7438,6615,3834,2781,823,438,385,울산
468,2015-01-01,6449,7715,6452,1263,40626,38028,2598,7257,6445,3732,2713,812,459,353,울산
469,2016-01-01,5951,7070,5958,1112,39570,37420,2150,6704,5960,3328,2632,744,376,368,울산
470,2017-01-01,5875,7594,5880,1714,39412,36616,2796,6648,5882,3304,2578,766,368,398,울산
471,2018-01-01,5870,7670,5877,1793,37913,34920,2993,6701,5863,3351,2512,838,420,418,울산
472,2019-01-01,5860,7794,5863,1931,40500,37548,2952,6798,5859,3254,2605,939,516,423,울산
473,2020-01-01,5830,7953,5840,2113,40144,36819,3325,6829,5770,3325,2445,1059,577,482,울산
474,2021-01-01,5810,7385,5819,1566,37198,33877,3321,6498,5508,3238,2270,990,511,479,울산
475,2022-01-01,6160,7516,6074,1767,36975,38159,3500,7282,5516,3290,2206,1007,516,502,울산
476,2023-01-01,6101,7495,6015,1803,36447,38218,3573,7223,5402,3243,2181,1025,520,498,울산
477,2024-01-01,6043,7473,5956,1840,35420,38276,3647,7165,5291,3198,2117,1044,523,522,울산
478,2025-01-01,5987,7452,5900,1877,34892,38333,3722,7107,5182,3154,2092,1062,526,518,울산
479,2026-01-01,5931,7431,5844,1915,33865,38390,3797,7051,5075,3110,2029,1081,528,542,울산
480,2027-01-01,5877,7410,5789,1953,33338,38446,3873,6996,4970,3068,2004,1100,530,538,울산
481,2028-01-01,5823,7390,5735,1991,32311,38501,3950,6942,4868,3027,1940,1119,531,562,울산
482,2029-01-01,5771,7370,5682,2030,31783,38556,4027,6889,4767,2987,1915,1138,532,558,울산
483,2030-01-01,5719,7350,5631,2069,30756,38611,4105,6836,4669,2948,1852,1158,533,582,울산
484,2031-01-01,5669,7330,5580,2108,30228,38665,4184,6785,4573,2909,1827,1178,534,578,울산
485,2032-01-01,5619,7311,5530,2148,29201,38718,4264,6734,4479,2872,1763,1198,535,601,울산
486,2033-01-01,5571,7292,5481,2188,28673,38771,4344,6685,4386,2835,1738,1219,535,597,울산
487,2034-01-01,5523,7273,5433,2228,27647,38824,4425,6636,4296,2799,1675,1239,535,621,울산
488,2035-01-01,5476,7254,5386,2269,27119,38876,4507,6588,4207,2764,1649,1260,536,617,울산
489,2036-01-01,5430,7236,5340,2310,26092,38927,4589,6541,4121,2730,1586,1281,536,641,울산
490,2037-01-01,5385,7217,5295,2351,25564,38978,4672,6494,4036,2696,1561,1303,536,637,울산
491,2038-01-01,5341,7199,5250,2393,24537,39028,4756,6449,3952,2664,1497,1324,536,661,울산
492,2039-01-01,5297,7182,5207,2435,24009,39078,4840,6404,3871,2632,1472,1346,536,657,울산
493,2040-01-01,5255,7164,5164,2477,22982,39127,4925,6360,3791,2600,1409,1368,537,681,울산
494,2041-01-01,5213,7147,5122,2520,22454,39176,5010,6317,3713,2570,1384,1391,537,677,울산
495,2042-01-01,5171,7130,5080,2563,21428,39224,5096,6274,3636,2540,1320,1413,537,701,울산
496,2043-01-01,5131,7113,5040,2606,20900,39272,5183,6232,3561,2510,1295,1436,537,697,울산
497,2044-01-01,5091,7096,5000,2649,19873,39319,5270,6191,3488,2482,1232,1459,537,720,울산
498,2045-01-01,5052,7080,4961,2693,19345,39366,5358,6151,3416,2453,1207,1482,537,716,울산
499,2046-01-01,5014,7063,4922,2737,18318,39413,5446,6111,3346,2426,1143,1506,537,740,울산
500,2047-01-01,4976,7047,4885,2782,17790,39459,5535,6072,3277,2399,1118,1530,537,736,울산
501,2048-01-01,4939,7031,4847,2826,16763,39504,5625,6033,3209,2373,1055,1554,537,760,울산
502,2049-01-01,4903,7016,4811,2871,16235,39549,5715,5995,3143,2347,1029,1579,537,756,울산
503,2050-01-01,4867,7000,4775,2916,15209,39594,5805,5958,3078,2322,966,1603,537,780,울산
504,2009-01-01,17119,20029,16927,3102,160647,151095,9552,18775,16779,8732,8047,1996,1154,842,인천
505,2010-01-01,15610,17200,14783,2417,159587,148258,11329,17132,15512,7858,7654,1620,865,755,인천
506,2011-01-01,15488,17988,15510,2478,200503,188527,11976,17437,15470,7737,7733,1967,1131,836,인천
507,2012-01-01,14568,16779,14590,2189,183058,172234,10824,16394,14568,7540,7028,1826,1080,746,인천
508,2013-01-01,14648,16660,14791,1869,156574,149162,7412,16326,14757,7667,7090,1569,913,656,인천
509,2014-01-01,14588,17012,14588,2424,159451,150461,8990,16657,14547,7560,6987,2110,1054,1056,인천
510,2015-01-01,14506,17317,14530,2787,168654,159977,8677,16517,14486,7455,7031,2031,1001,1030,인천
511,2016-01-01,13967,16587,13999,2588,176200,167480,8720,16252,13979,7092,6887,2273,1131,1142,인천
512,2017-01-01,13737,16717,13772,2945,176074,167508,8566,15987,13751,7145,6606,2236,1100,1136,인천
513,2018-01-01,13600,16543,13618,2925,177955,169085,8870,16157,13585,6865,6720,2572,1321,1251,인천
514,2019-01-01,13610,16699,13617,3082,173650,164722,8928,16134,13579,6884,6695,2555,1383,1172,인천
515,2020-01-01,13610,16727,13619,3108,150595,141367,9228,16192,13609,6921,6688,2583,1394,1189,인천
516,2021-01-01,13754,16839,13767,3072,126296,118304,7992,15669,13165,6982,6183,2504,1363,1141,인천
517,2022-01-01,14658,16691,9392,3445,126991,119240,8535,15835,12888,6570,6213,2669,1469,1261,인천
518,2023-01-01,14545,16649,9028,3529,127556,120048,7930,15564,12671,6572,6106,2741,1528,1240,인천
519,2024-01-01,14435,16614,8678,3615,128116,120848,8220,15554,12457,6320,6001,2812,1588,1331,인천
520,2025-01-01,14326,16572,8342,3701,128669,121640,7614,15283,12247,6322,5897,2882,1649,1306,인천
521,2026-01-01,14220,16536,8018,3789,129218,122424,7904,15274,12040,6070,5796,2952,1713,1401,인천
522,2027-01-01,14115,16494,7707,3877,129760,123200,7299,15002,11837,6072,5696,3022,1778,1373,인천
523,2028-01-01,14012,16459,7408,3967,130298,123968,7589,14993,11637,5820,5598,3090,1845,1470,인천
524,2029-01-01,13911,16417,7121,4058,130830,124729,6983,14722,11441,5822,5502,3159,1914,1440,인천
525,2030-01-01,13812,16381,6845,4150,131356,125482,7273,14712,11248,5570,5407,3226,1985,1540,인천
526,2031-01-01,13714,16339,6579,4244,131878,126228,6668,14441,11058,5572,5314,3293,2058,1506,인천
527,2032-01-01,13618,16304,6324,4338,132394,126966,6957,14432,10871,5320,5222,3359,2132,1609,인천
528,2033-01-01,13524,16262,6079,4434,132905,127696,6352,14160,10688,5322,5132,3425,2208,1573,인천
529,2034-01-01,13431,16226,5843,4530,133411,128420,6642,14151,10507,5070,5044,3490,2287,1679,인천
530,2035-01-01,13339,16185,5617,4628,133912,129136,6036,13880,10330,5072,4957,3555,2367,1639,인천
531,2036-01-01,13250,16149,5399,4727,134407,129845,6326,13870,10156,4820,4872,3618,2449,1749,인천
532,2037-01-01,13161,16107,5190,4827,134898,130547,5721,13599,9984,4822,4788,3682,2534,1706,인천
533,2038-01-01,13075,16072,4988,4928,135384,131242,6010,13590,9816,4570,4705,3745,2620,1818,인천
534,2039-01-01,12989,16030,4795,5030,135865,131930,5405,13318,9650,4572,4624,3807,2708,1773,인천
535,2040-01-01,12905,15994,4609,5134,136342,132611,5695,13309,9487,4320,4545,3869,2799,1888,인천
536,2041-01-01,12823,15952,4430,5238,136813,133285,5089,13038,9327,4322,4466,3930,2891,1839,인천
537,2042-01-01,12741,15917,4258,5343,137280,133953,5379,13028,9170,4070,4390,3990,2986,1958,인천
538,2043-01-01,12662,15875,4093,5450,137742,134614,4774,12757,9015,4072,4314,4051,3082,1906,인천
539,2044-01-01,12583,15839,3934,5557,138200,135268,5064,12748,8863,3820,4240,4110,3181,2027,인천
540,2045-01-01,12506,15797,3782,5665,138653,135916,4458,12476,8713,3822,4167,4169,3282,1972,인천
541,2046-01-01,12429,15762,3635,5775,139101,136557,4748,12467,8566,3570,4095,4228,3385,2097,인천
542,2047-01-01,12354,15720,3494,5885,139545,137192,4143,12196,8422,3572,4024,4286,3490,2039,인천
543,2048-01-01,12281,15684,3359,5996,139984,137820,4432,12186,8280,3320,3955,4343,3597,2166,인천
544,2049-01-01,12208,15642,3228,6109,140419,138443,3827,11915,8140,3322,3887,4400,3707,2106,인천
545,2050-01-01,12137,15607,3103,6222,140850,139059,4117,11906,8003,3070,3820,4456,3819,2236,인천
546,2009-01-01,23220,30505,23305,7200,66103,60003,6100,23408,20539,10541,9998,2869,1267,1602,전남
547,2010-01-01,22556,28497,22623,5874,78157,70356,7801,24245,21181,10700,10481,3064,1282,1782,전남
548,2011-01-01,22372,28496,22392,6104,89645,82303,7342,22992,20949,10501,10448,2043,1005,1038,전남
549,2012-01-01,20364,26589,20376,6213,86625,79076,7549,21081,18994,9710,9284,2087,1020,1067,전남
550,2013-01-01,19483,24343,19497,4846,77056,70582,6474,19976,18200,9431,8769,1776,855,921,전남
551,2014-01-01,18830,22676,18830,3846,79008,73497,5511,19079,17403,9161,8242,1676,908,768,전남
552,2015-01-01,17501,21025,17510,3515,74776,69061,5715,18885,17053,8944,8109,1832,938,894,전남
553,2016-01-01,17263,21090,17284,3806,79438,74163,5275,18484,16638,8767,7871,1846,951,895,전남
554,2017-01-01,16714,19716,16738,2978,76386,71133,5253,17693,15840,8286,7554,1853,954,899,전남
555,2018-01-01,16452,20390,16471,3919,81984,75868,6116,17607,15630,8286,7344,1977,1128,849,전남
556,2019-01-01,16284,20723,16311,4412,83387,77136,6251,17357,15215,8335,6880,2142,1247,895,전남
557,2020-01-01,16003,20581,15883,4698,73199,67237,5962,16810,14792,8073,6719,2018,1213,805,전남
558,2021-01-01,15646,20241,15674,4567,58533,53165,5368,15344,13611,7519,6092,1733,999,734,전남
559,2022-01-01,15314,19717,15290,4373,58847,53658,6214,15053,13579,7707,6076,1890,1042,688,전남
